molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL552831,,CHEMBL1194537,8.1,IC50,nM,8.0,IC50,nM,8.0
CHEMBL553749,,CHEMBL1195030,7.71,IC50,nM,19.6,IC50,nM,19.6
CHEMBL542478,,CHEMBL1191387,6.81,IC50,nM,156.0,IC50,nM,156.0
CHEMBL555091,,CHEMBL1195654,7.36,IC50,nM,43.5,IC50,nM,43.5
CHEMBL540841,,CHEMBL1190431,7.62,IC50,nM,23.9,IC50,nM,23.9
CHEMBL553167,,CHEMBL1194727,7.19,IC50,nM,64.0,IC50,nM,64.0
CHEMBL79841,,CHEMBL79841,8.81,Ki,nM,1.54,Ki,nM,1.54
CHEMBL79660,,CHEMBL79660,9.2,Ki,nM,0.63,Ki,nM,0.63
CHEMBL439765,,CHEMBL439765,8.88,Ki,nM,1.32,Ki,nM,1.32
CHEMBL20377,,CHEMBL20377,9.15,Ki,nM,0.7,Ki,nM,0.7
CHEMBL54,HALOPERIDOL,CHEMBL54,8.43,Ki,nM,3.7,Ki,nM,3.7
CHEMBL543433,,CHEMBL1192228,7.84,IC50,nM,14.4,IC50,nM,14.4
CHEMBL555099,,CHEMBL1195660,6.9,IC50,nM,125.0,IC50,nM,125.0
CHEMBL81500,,CHEMBL81500,9.34,Ki,nM,0.46,Ki,nM,0.46
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,Ki,nM,3.1,Ki,nM,3.1
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,6.82,Ki,nM,152.0,Ki,nM,152.0
CHEMBL542238,,CHEMBL1191176,6.95,IC50,nM,113.0,IC50,nM,113.0
CHEMBL542956,,CHEMBL1191807,7.41,IC50,nM,39.3,IC50,nM,39.3
CHEMBL554355,,CHEMBL1195346,7.57,IC50,nM,27.0,IC50,nM,27.0
CHEMBL83430,,CHEMBL83430,7.56,Ki,nM,27.7,Ki,nM,27.7
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,6.97,Ki,nM,107.0,Ki,nM,107.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.16,Ki,nM,70.0,Ki,nM,70.0
CHEMBL65951,,CHEMBL65951,6.18,Ki,nM,664.0,Ki,nM,664.0
CHEMBL65951,,CHEMBL65951,6.08,Ki,nM,842.0,Ki,nM,842.0
CHEMBL69972,,CHEMBL69972,6.48,Ki,nM,328.0,Ki,nM,328.0
CHEMBL69972,,CHEMBL69972,7.31,Ki,nM,49.0,Ki,nM,49.0
CHEMBL302096,,CHEMBL302096,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL302096,,CHEMBL302096,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL308433,,CHEMBL308433,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL308433,,CHEMBL308433,7.37,Ki,nM,43.0,Ki,nM,43.0
