molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL5190189,,CHEMBL5190189,6.61,Ki,nM,248.0,Ki,nM,248.0
CHEMBL1698776,,CHEMBL1698776,6.08,Ki,nM,841.0,Ki,nM,841.0
CHEMBL5403404,,CHEMBL5403404,7.09,Ki,nM,82.0,Ki,nM,82.0
CHEMBL5421620,,CHEMBL5421620,6.71,Ki,nM,196.0,Ki,nM,196.0
CHEMBL5439058,,CHEMBL5439058,6.73,Ki,nM,188.0,Ki,nM,188.0
CHEMBL5440801,,CHEMBL5440801,7.72,IC50,nM,19.1,IC50,nM,19.1
CHEMBL5422761,,CHEMBL5422761,5.46,Ki,nM,3500.0,Ki,uM,3.5
CHEMBL5409958,,CHEMBL5409958,5.48,Ki,nM,3300.0,Ki,uM,3.3
CHEMBL5397467,,CHEMBL5397467,5.19,Ki,nM,6500.0,Ki,uM,6.5
CHEMBL5411964,,CHEMBL5411964,5.64,Ki,nM,2300.0,Ki,uM,2.3
CHEMBL5396440,,CHEMBL5396440,5.47,Ki,nM,3400.0,Ki,uM,3.4
CHEMBL172155,,CHEMBL172155,6.62,Ki,nM,241.0,Ki,nM,241.0
CHEMBL5179132,,CHEMBL5179132,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL4439908,,CHEMBL4439908,7.24,Ki,nM,57.0,Ki,nM,57.0
CHEMBL4461774,,CHEMBL4461774,7.24,Ki,nM,58.0,Ki,nM,58.0
CHEMBL4781352,,CHEMBL4781352,6.93,Ki,nM,118.0,Ki,nM,118.0
CHEMBL5086571,,CHEMBL5086571,6.97,Ki,nM,108.0,Ki,nM,108.0
CHEMBL5398701,,CHEMBL5398701,5.34,Ki,nM,4600.0,Ki,uM,4.6
CHEMBL1600943,,CHEMBL440687,5.65,Ki,nM,2255.27,Ki,nM,2255.27
CHEMBL1376064,,CHEMBL489553,6.23,Ki,nM,587.13,Ki,nM,587.133
CHEMBL15766,LY-255283,CHEMBL15766,5.24,Ki,nM,5784.95,Ki,nM,5784.95
CHEMBL4750757,,CHEMBL71294,7.93,Ki,nM,11.69,Ki,nM,11.6902
CHEMBL83894,FANANSERIN,CHEMBL83894,6.16,Ki,nM,696.22,Ki,nM,696.222
CHEMBL1516474,TEGASEROD MALEATE,CHEMBL76370,6.75,Ki,nM,177.15,Ki,nM,177.154
CHEMBL405355,NIGULDIPINE,CHEMBL405355,6.49,Ki,nM,320.37,Ki,nM,320.37
CHEMBL25230,,CHEMBL25230,6.97,Ki,nM,107.59,Ki,nM,107.588
CHEMBL3215877,,CHEMBL319118,5.93,Ki,nM,1179.78,Ki,nM,1179.78
CHEMBL428504,,CHEMBL428504,5.55,Ki,nM,2810.82,Ki,nM,2810.82
CHEMBL1256998,,CHEMBL68131,7.5,Ki,nM,31.65,Ki,nM,31.6528
CHEMBL2107572,TECALCET HYDROCHLORIDE,CHEMBL292376,7.38,Ki,nM,41.46,Ki,nM,41.4551
CHEMBL281350,SB-224289,CHEMBL281350,5.36,Ki,nM,4339.6,Ki,nM,4339.6
CHEMBL542139,,CHEMBL431298,6.22,Ki,nM,598.0,Ki,nM,597.998
CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,CHEMBL27,7.02,Ki,nM,95.38,Ki,nM,95.383
CHEMBL1691,BETAXOLOL HYDROCHLORIDE,CHEMBL423,6.61,Ki,nM,247.91,Ki,nM,247.913
CHEMBL267777,RITANSERIN,CHEMBL267777,6.37,Ki,nM,426.39,Ki,nM,426.387
CHEMBL531742,,CHEMBL140979,5.64,Ki,nM,2276.67,Ki,nM,2276.67
CHEMBL1593850,,CHEMBL1625681,6.17,Ki,nM,667.58,Ki,nM,667.575
CHEMBL1200776,CINACALCET HYDROCHLORIDE,CHEMBL1201284,7.04,Ki,nM,90.62,Ki,nM,90.6184
CHEMBL21283,,CHEMBL21283,6.58,Ki,nM,265.43,Ki,nM,265.432
CHEMBL1334465,,CHEMBL1334465,5.27,Ki,nM,5381.46,Ki,nM,5381.46
CHEMBL543113,,CHEMBL317757,7.0,Ki,nM,98.75,Ki,nM,98.7512
CHEMBL79834,SPIRAMIDE,CHEMBL79834,6.39,Ki,nM,405.37,Ki,nM,405.37
CHEMBL1615374,VILAZODONE HYDROCHLORIDE,CHEMBL439849,7.85,Ki,nM,14.21,Ki,nM,14.2132
CHEMBL1707,LOPERAMIDE HYDROCHLORIDE,CHEMBL841,6.77,Ki,nM,168.6,Ki,nM,168.598
CHEMBL499,TIMOLOL,CHEMBL499,6.41,Ki,nM,391.2,Ki,nM,391.201
CHEMBL1436386,,CHEMBL254777,6.04,Ki,nM,908.24,Ki,nM,908.239
CHEMBL214957,,CHEMBL214957,7.92,Ki,nM,11.97,Ki,nM,11.9666
CHEMBL4743049,,CHEMBL494947,7.49,Ki,nM,32.67,Ki,nM,32.6736
CHEMBL4202825,,CHEMBL4202825,6.0,Ki,nM,1003.61,Ki,nM,1003.61
CHEMBL256470,,CHEMBL256470,6.02,Ki,nM,958.29,Ki,nM,958.295
CHEMBL487553,,CHEMBL487553,6.32,Ki,nM,473.7,Ki,nM,473.7
CHEMBL519240,,CHEMBL519240,6.33,Ki,nM,462.81,Ki,nM,462.805
CHEMBL4164059,PITOLISANT HYDROCHLORIDE,CHEMBL462605,9.04,Ki,nM,0.9043,Ki,nM,0.904323
CHEMBL3305901,MK-0812,CHEMBL3305901,6.08,Ki,nM,829.66,Ki,nM,829.661
CHEMBL589390,LATREPIRDINE,CHEMBL589390,5.88,Ki,nM,1313.86,Ki,nM,1313.86
CHEMBL1215661,PRUVANSERIN,CHEMBL1215661,6.75,Ki,nM,178.38,Ki,nM,178.38
CHEMBL1200809,AZELASTINE HYDROCHLORIDE,CHEMBL639,6.82,Ki,nM,149.83,Ki,nM,149.833
CHEMBL3410223,,CHEMBL3410223,5.57,Ki,nM,2685.65,Ki,nM,2685.65
CHEMBL2048820,,CHEMBL2048820,6.28,Ki,nM,520.42,Ki,nM,520.416
CHEMBL2431212,,CHEMBL2431212,5.96,Ki,nM,1095.85,Ki,nM,1095.85
CHEMBL2179319,,CHEMBL2179319,6.01,Ki,nM,982.65,Ki,nM,982.654
CHEMBL1474387,,CHEMBL1622930,6.09,Ki,nM,816.39,Ki,nM,816.39
CHEMBL3342358,,CHEMBL3342358,6.44,Ki,nM,365.43,Ki,nM,365.431
CHEMBL3741589,,CHEMBL3741589,6.31,Ki,nM,487.52,Ki,nM,487.525
CHEMBL2164327,,CHEMBL2164327,6.8,Ki,nM,157.84,Ki,nM,157.836
CHEMBL2105760,BREXPIPRAZOLE,CHEMBL2105760,6.34,Ki,nM,451.49,Ki,nM,451.492
CHEMBL68738,N6-CYCLOPENTYLADENOSINE,CHEMBL68738,5.58,Ki,nM,2611.26,Ki,nM,2611.26
CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,CHEMBL1732,6.22,Ki,nM,603.74,Ki,nM,603.741
CHEMBL1257131,RAUWOLSCINE HYDROCHLORIDE,CHEMBL10347,5.56,Ki,nM,2781.64,Ki,nM,2781.64
CHEMBL1558,PRAZOSIN HYDROCHLORIDE,CHEMBL2,5.53,Ki,nM,2966.54,Ki,nM,2966.54
CHEMBL3675743,,CHEMBL3675743,5.7,Ki,nM,1999.86,Ki,nM,1999.86
CHEMBL3039520,LASMIDITAN,CHEMBL3039520,5.5,Ki,nM,3132.56,Ki,nM,3132.56
CHEMBL225155,,CHEMBL225155,5.22,Ki,nM,5976.54,Ki,nM,5976.54
CHEMBL1218,RAMELTEON,CHEMBL1218,5.05,Ki,nM,8846.06,Ki,nM,8846.06
CHEMBL1722209,TOLTERODINE TARTRATE,CHEMBL1382,6.67,Ki,nM,216.35,Ki,nM,216.349
CHEMBL5076917,,CHEMBL1253853,7.16,Ki,nM,70.05,Ki,nM,70.0532
CHEMBL5076314,,CHEMBL106525,6.38,Ki,nM,412.2,Ki,nM,412.196
CHEMBL2018875,,CHEMBL2021721,6.31,Ki,nM,494.82,Ki,nM,494.821
CHEMBL540612,,CHEMBL25236,6.59,Ki,nM,255.5,Ki,nM,255.505
CHEMBL567303,PALOSURAN,CHEMBL567303,5.77,Ki,nM,1702.95,Ki,nM,1702.95
CHEMBL5075931,,CHEMBL392760,5.88,Ki,nM,1318.41,Ki,nM,1318.41
CHEMBL5089005,,CHEMBL20963,5.51,Ki,nM,3114.23,Ki,nM,3114.23
CHEMBL4165749,BI 2545,CHEMBL4165749,5.45,Ki,nM,3550.0,Ki,uM,3.55
CHEMBL5559576,,CHEMBL5559576,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL5568294,,CHEMBL5568294,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL5567296,,CHEMBL5567296,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL5561142,,CHEMBL5561142,6.47,Ki,nM,336.0,Ki,nM,336.0
CHEMBL5555452,,CHEMBL5555452,6.36,Ki,nM,440.0,Ki,nM,440.0
CHEMBL5560508,,CHEMBL5560508,6.92,Ki,nM,120.0,Ki,nM,120.0
CHEMBL5560383,,CHEMBL5560383,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL5556112,,CHEMBL5556112,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL5557616,,CHEMBL5557616,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5557188,,CHEMBL5557188,7.07,Ki,nM,86.0,Ki,nM,86.0
CHEMBL5568028,,CHEMBL5568028,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5561656,,CHEMBL5561656,7.06,Ki,nM,87.0,Ki,nM,87.0
CHEMBL5563524,,CHEMBL5563524,7.68,Ki,nM,21.0,Ki,nM,21.0
CHEMBL5562425,,CHEMBL5562425,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL5567530,,CHEMBL5567530,6.88,Ki,nM,133.0,Ki,nM,133.0
CHEMBL5560361,,CHEMBL5560361,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL5556546,,CHEMBL5556546,7.42,Ki,nM,38.0,Ki,nM,38.0
CHEMBL5558253,,CHEMBL5558253,6.09,Ki,nM,818.0,Ki,nM,818.0
CHEMBL5560083,,CHEMBL5560083,6.62,Ki,nM,237.0,Ki,nM,237.0
CHEMBL5560605,,CHEMBL5560605,7.11,Ki,nM,77.0,Ki,nM,77.0
CHEMBL5561354,,CHEMBL5561354,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL5542124,,CHEMBL5542124,8.05,Ki,nM,9.0,Ki,nM,9.0
CHEMBL5562796,,CHEMBL5562796,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL5566302,,CHEMBL5566302,6.01,Ki,nM,967.0,Ki,nM,967.0
CHEMBL5556096,,CHEMBL5556096,8.4,Ki,nM,4.0,Ki,nM,4.0
CHEMBL5557959,,CHEMBL5557959,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL5555550,,CHEMBL5555550,6.74,Ki,nM,181.0,Ki,nM,181.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.19,Ki,nM,6.4,Ki,nM,6.4
CHEMBL596802,PRIDOPIDINE,CHEMBL596802,7.09,Ki,nM,82.0,Ki,nM,82.0
CHEMBL5575320,,CHEMBL5575320,5.17,Ki,nM,6800.0,Ki,nM,6800.0
CHEMBL5572105,,CHEMBL5572105,5.57,Ki,nM,2700.0,Ki,nM,2700.0
CHEMBL5569258,,CHEMBL5569258,5.35,Ki,nM,4500.0,Ki,nM,4500.0
CHEMBL5597677,,CHEMBL5597677,5.62,Ki,nM,2400.0,Ki,uM,2.4
CHEMBL5175530,,CHEMBL5175530,7.51,Ki,nM,30.7,Ki,nM,30.7
CHEMBL5630078,,CHEMBL5630078,7.48,Ki,nM,32.9,Ki,nM,32.9
CHEMBL5624574,,CHEMBL5624574,7.29,Ki,nM,50.7,Ki,nM,50.7
CHEMBL5630209,,CHEMBL5630209,6.29,Ki,nM,510.0,Ki,nM,510.0
CHEMBL5630761,,CHEMBL5630761,5.76,Ki,nM,1737.0,Ki,nM,1737.0
CHEMBL5630466,,CHEMBL5630466,6.71,Ki,nM,193.0,Ki,nM,193.0
CHEMBL5630085,,CHEMBL5630085,6.51,Ki,nM,312.0,Ki,nM,312.0
CHEMBL5631181,,CHEMBL5631181,7.42,Ki,nM,37.7,Ki,nM,37.7
CHEMBL5625019,,CHEMBL5625019,7.09,Ki,nM,81.7,Ki,nM,81.7
CHEMBL5624962,,CHEMBL5624962,7.03,Ki,nM,94.1,Ki,nM,94.1
CHEMBL5624651,,CHEMBL5624651,7.17,Ki,nM,67.5,Ki,nM,67.5
CHEMBL5630941,,CHEMBL5630941,6.54,Ki,nM,285.0,Ki,nM,285.0
CHEMBL5624996,,CHEMBL5624996,7.58,Ki,nM,26.4,Ki,nM,26.4
CHEMBL5630613,,CHEMBL5630613,7.76,Ki,nM,17.2,Ki,nM,17.2
CHEMBL5624846,,CHEMBL5624846,7.17,Ki,nM,67.8,Ki,nM,67.8
CHEMBL5630963,,CHEMBL5630963,7.02,Ki,nM,94.9,Ki,nM,94.9
CHEMBL5625109,,CHEMBL5625109,7.17,Ki,nM,67.9,Ki,nM,67.9
CHEMBL5624713,,CHEMBL5624713,7.12,Ki,nM,75.4,Ki,nM,75.4
CHEMBL5630104,,CHEMBL5630104,6.73,Ki,nM,185.0,Ki,nM,185.0
CHEMBL5631099,,CHEMBL5631099,7.24,Ki,nM,57.6,Ki,nM,57.6
CHEMBL5631215,,CHEMBL5631215,6.69,Ki,nM,204.0,Ki,nM,204.0
CHEMBL5624896,,CHEMBL5624896,7.93,Ki,nM,11.7,Ki,nM,11.7
CHEMBL5631035,,CHEMBL5631035,7.3,Ki,nM,50.2,Ki,nM,50.2
CHEMBL5630165,,CHEMBL5630165,6.99,Ki,nM,103.0,Ki,nM,103.0
CHEMBL5631105,,CHEMBL5631105,7.15,Ki,nM,70.4,Ki,nM,70.4
CHEMBL5630130,,CHEMBL5630130,5.87,Ki,nM,1361.0,Ki,nM,1361.0
CHEMBL5624542,,CHEMBL5624542,7.43,Ki,nM,36.9,Ki,nM,36.9
CHEMBL5624838,,CHEMBL5624838,6.39,Ki,nM,408.0,Ki,nM,408.0
CHEMBL5631121,,CHEMBL5631121,6.93,Ki,nM,118.0,Ki,nM,118.0
CHEMBL5630747,,CHEMBL5630747,6.85,Ki,nM,140.0,Ki,nM,140.0
CHEMBL5630374,,CHEMBL5630374,7.65,Ki,nM,22.4,Ki,nM,22.4
CHEMBL5401938,,CHEMBL5401938,7.8,Ki,nM,15.7,Ki,nM,15.7
CHEMBL5625042,,CHEMBL5625042,7.23,Ki,nM,59.2,Ki,nM,59.2
CHEMBL5630062,,CHEMBL5630062,6.71,Ki,nM,197.0,Ki,nM,197.0
CHEMBL5630787,,CHEMBL5630787,6.76,Ki,nM,173.0,Ki,nM,173.0
CHEMBL5630724,,CHEMBL5630724,7.08,Ki,nM,83.4,Ki,nM,83.4
CHEMBL5630253,,CHEMBL5630253,6.72,Ki,nM,189.0,Ki,nM,189.0
CHEMBL5630149,,CHEMBL5630149,7.28,Ki,nM,53.1,Ki,nM,53.1
CHEMBL3414619,,CHEMBL3414619,5.33,Ki,nM,4700.0,Ki,nM,4700.0
CHEMBL4172301,,CHEMBL4172301,8.43,Ki,nM,3.7,Ki,nM,3.7
CHEMBL4161016,,CHEMBL4161016,8.14,Ki,nM,7.3,Ki,nM,7.3
CHEMBL4168942,,CHEMBL4168942,8.8,Ki,nM,1.6,Ki,nM,1.6
CHEMBL4162490,,CHEMBL4162490,8.85,Ki,nM,1.4,Ki,nM,1.4
CHEMBL4172044,,CHEMBL4172044,7.7,Ki,nM,20.0,Ki,nM,20.0
CHEMBL4170415,,CHEMBL4170415,7.33,Ki,nM,47.0,Ki,nM,47.0
CHEMBL4169765,,CHEMBL4169765,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL5852926,,CHEMBL5852926,8.44,Ki,nM,3.6,Ki,nM,3.6
CHEMBL4173188,,CHEMBL4173188,8.49,Ki,nM,3.2,Ki,nM,3.2
CHEMBL4165285,,CHEMBL4165285,8.77,Ki,nM,1.7,Ki,nM,1.7
CHEMBL4169270,,CHEMBL4169270,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL6013608,,CHEMBL6013608,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL4171723,,CHEMBL4171723,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL4168697,,CHEMBL4168697,8.41,Ki,nM,3.9,Ki,nM,3.9
CHEMBL4169383,,CHEMBL4169383,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL4174647,,CHEMBL4174647,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL6025397,,CHEMBL6025397,8.89,Ki,nM,1.3,Ki,nM,1.3
CHEMBL4161984,,CHEMBL4161984,8.96,Ki,nM,1.1,Ki,nM,1.1
CHEMBL4168782,,CHEMBL4168782,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL4160397,,CHEMBL4160397,8.54,Ki,nM,2.9,Ki,nM,2.9
CHEMBL4173342,,CHEMBL4173342,7.4,Ki,nM,40.0,Ki,nM,40.0
CHEMBL4168852,,CHEMBL4168852,7.43,Ki,nM,37.0,Ki,nM,37.0
CHEMBL4176708,,CHEMBL4176708,8.72,Ki,nM,1.9,Ki,nM,1.9
CHEMBL4161592,,CHEMBL4161592,7.62,Ki,nM,24.0,Ki,nM,24.0
CHEMBL4174797,,CHEMBL4174797,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL5934024,,CHEMBL5934024,8.19,Ki,nM,6.5,Ki,nM,6.5
CHEMBL4172201,,CHEMBL4172201,8.92,Ki,nM,1.2,Ki,nM,1.2
CHEMBL4166905,,CHEMBL4166905,8.44,Ki,nM,3.6,Ki,nM,3.6
CHEMBL6030320,,CHEMBL6030320,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL6042113,,CHEMBL6042113,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL5811349,,CHEMBL5811349,7.48,Ki,nM,33.0,Ki,nM,33.0
CHEMBL5815237,,CHEMBL5815237,7.25,Ki,nM,56.0,Ki,nM,56.0
CHEMBL5995733,,CHEMBL5995733,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL4876663,,CHEMBL4876663,7.39,Ki,nM,41.0,Ki,nM,41.0
CHEMBL6056346,,CHEMBL6056346,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL5990621,,CHEMBL5990621,8.85,Ki,nM,1.4,Ki,nM,1.4
CHEMBL4853196,,CHEMBL4853196,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5982604,,CHEMBL5982604,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL5945487,,CHEMBL5945487,7.16,Ki,nM,69.0,Ki,nM,69.0
CHEMBL5979974,,CHEMBL5979974,9.24,Ki,nM,0.57,Ki,nM,0.57
CHEMBL5864724,,CHEMBL5864724,6.48,Ki,nM,330.0,Ki,nM,330.0
CHEMBL5946331,,CHEMBL5946331,7.36,Ki,nM,44.0,Ki,nM,44.0
CHEMBL5879895,,CHEMBL5879895,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL5818991,,CHEMBL5818991,8.31,Ki,nM,4.9,Ki,nM,4.9
CHEMBL5902857,,CHEMBL5902857,8.24,Ki,nM,5.7,Ki,nM,5.7
CHEMBL6057860,,CHEMBL6057860,8.1,Ki,nM,7.9,Ki,nM,7.9
CHEMBL6016888,,CHEMBL6016888,7.34,Ki,nM,46.0,Ki,nM,46.0
CHEMBL4867297,,CHEMBL4867297,6.92,Ki,nM,120.0,Ki,nM,120.0
CHEMBL5934082,,CHEMBL5934082,7.33,Ki,nM,47.0,Ki,nM,47.0
CHEMBL5844716,,CHEMBL5844716,6.66,Ki,nM,220.0,Ki,nM,220.0
CHEMBL6002762,,CHEMBL6002762,8.43,Ki,nM,3.7,Ki,nM,3.7
CHEMBL5946543,,CHEMBL5946543,7.5,Ki,nM,32.0,Ki,nM,32.0
CHEMBL5928382,,CHEMBL5928382,8.12,Ki,nM,7.5,Ki,nM,7.5
CHEMBL5975554,,CHEMBL5975554,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL5823135,,CHEMBL5823135,8.39,Ki,nM,4.1,Ki,nM,4.1
CHEMBL6051981,,CHEMBL6051981,8.04,Ki,nM,9.1,Ki,nM,9.1
CHEMBL6010674,,CHEMBL6010674,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL5861338,,CHEMBL5861338,7.21,Ki,nM,62.0,Ki,nM,62.0
CHEMBL6030456,,CHEMBL6030456,8.11,Ki,nM,7.8,Ki,nM,7.8
CHEMBL5755473,,CHEMBL5755473,6.28,Ki,nM,520.0,Ki,nM,520.0
CHEMBL5841969,,CHEMBL5841969,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL5964764,,CHEMBL5964764,6.42,Ki,nM,380.0,Ki,nM,380.0
CHEMBL5842725,,CHEMBL5842725,5.89,Ki,nM,1300.0,Ki,nM,1300.0
CHEMBL5964118,,CHEMBL5964118,5.55,Ki,nM,2800.0,Ki,nM,2800.0
CHEMBL6022823,,CHEMBL6022823,7.03,Ki,nM,94.0,Ki,nM,94.0
CHEMBL5752966,,CHEMBL5752966,6.0,Ki,nM,1000.0,Ki,nM,1000.0
CHEMBL5750888,,CHEMBL5750888,5.44,Ki,nM,3600.0,Ki,nM,3600.0
CHEMBL6047079,,CHEMBL6047079,6.33,Ki,nM,470.0,Ki,nM,470.0
CHEMBL5796179,,CHEMBL5796179,6.12,Ki,nM,750.0,Ki,nM,750.0
CHEMBL5783755,,CHEMBL5783755,7.11,Ki,nM,77.0,Ki,nM,77.0
CHEMBL5894654,,CHEMBL5894654,6.89,Ki,nM,130.0,Ki,nM,130.0
CHEMBL5866374,,CHEMBL5866374,6.96,Ki,nM,110.0,Ki,nM,110.0
CHEMBL5793914,,CHEMBL5793914,7.13,Ki,nM,74.0,Ki,nM,74.0
CHEMBL5944526,,CHEMBL5944526,6.44,Ki,nM,360.0,Ki,nM,360.0
CHEMBL5812901,,CHEMBL5812901,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5914083,,CHEMBL5914083,6.16,Ki,nM,700.0,Ki,nM,700.0
CHEMBL5872171,,CHEMBL5872171,6.62,Ki,nM,240.0,Ki,nM,240.0
CHEMBL6064287,,CHEMBL6064287,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5827028,,CHEMBL5827028,6.39,Ki,nM,410.0,Ki,nM,410.0
CHEMBL5871057,,CHEMBL5871057,7.43,Ki,nM,37.0,Ki,nM,37.0
CHEMBL5777736,,CHEMBL5777736,7.48,Ki,nM,33.0,Ki,nM,33.0
CHEMBL4846092,,CHEMBL4846092,7.2,Ki,nM,63.0,Ki,nM,63.0
CHEMBL5859046,,CHEMBL5859046,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL6026313,,CHEMBL6026313,6.75,Ki,nM,180.0,Ki,nM,180.0
CHEMBL5753572,,CHEMBL5753572,5.89,Ki,nM,1300.0,Ki,nM,1300.0
CHEMBL5899919,,CHEMBL5899919,6.89,Ki,nM,130.0,Ki,nM,130.0
CHEMBL5770059,,CHEMBL5770059,7.26,Ki,nM,55.0,Ki,nM,55.0
CHEMBL6059566,,CHEMBL6059566,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL5759354,,CHEMBL5759354,7.57,Ki,nM,27.0,Ki,nM,27.0
CHEMBL5931677,,CHEMBL5931677,7.3,Ki,nM,50.0,Ki,nM,50.0
CHEMBL5887106,,CHEMBL5887106,7.66,Ki,nM,22.0,Ki,nM,22.0
CHEMBL5810728,,CHEMBL5810728,5.64,Ki,nM,2300.0,Ki,nM,2300.0
CHEMBL5867036,,CHEMBL5867036,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5744962,,CHEMBL5744962,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL6042700,,CHEMBL6042700,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL6051349,,CHEMBL6051349,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL6033554,,CHEMBL6033554,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL6015969,,CHEMBL6015969,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5788445,,CHEMBL5788445,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5861158,,CHEMBL5861158,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5988809,,CHEMBL5988809,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5954389,,CHEMBL5954389,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL5878363,,CHEMBL5878363,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL6040331,,CHEMBL6040331,7.16,Ki,nM,69.0,Ki,nM,69.0
CHEMBL5960929,,CHEMBL5960929,7.02,Ki,nM,96.0,Ki,nM,96.0
CHEMBL6030320,,CHEMBL6030320,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL6042113,,CHEMBL6042113,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL5811349,,CHEMBL5811349,7.48,Ki,nM,33.0,Ki,nM,33.0
CHEMBL5815237,,CHEMBL5815237,7.25,Ki,nM,56.0,Ki,nM,56.0
CHEMBL5995733,,CHEMBL5995733,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL4876663,,CHEMBL4876663,7.39,Ki,nM,41.0,Ki,nM,41.0
CHEMBL6056346,,CHEMBL6056346,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL5990621,,CHEMBL5990621,8.85,Ki,nM,1.4,Ki,nM,1.4
CHEMBL4853196,,CHEMBL4853196,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5982604,,CHEMBL5982604,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL5991759,,CHEMBL5991759,7.16,Ki,nM,69.0,Ki,nM,69.0
CHEMBL5979974,,CHEMBL5979974,9.24,Ki,nM,0.57,Ki,nM,0.57
CHEMBL5864724,,CHEMBL5864724,6.48,Ki,nM,330.0,Ki,nM,330.0
CHEMBL5946331,,CHEMBL5946331,7.36,Ki,nM,44.0,Ki,nM,44.0
CHEMBL5879895,,CHEMBL5879895,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL5818991,,CHEMBL5818991,8.31,Ki,nM,4.9,Ki,nM,4.9
CHEMBL5902857,,CHEMBL5902857,8.24,Ki,nM,5.7,Ki,nM,5.7
CHEMBL6057860,,CHEMBL6057860,8.1,Ki,nM,7.9,Ki,nM,7.9
CHEMBL6016888,,CHEMBL6016888,7.34,Ki,nM,46.0,Ki,nM,46.0
CHEMBL4867297,,CHEMBL4867297,6.92,Ki,nM,120.0,Ki,nM,120.0
CHEMBL5934082,,CHEMBL5934082,7.33,Ki,nM,47.0,Ki,nM,47.0
CHEMBL5844716,,CHEMBL5844716,6.66,Ki,nM,220.0,Ki,nM,220.0
CHEMBL6002762,,CHEMBL6002762,8.43,Ki,nM,3.7,Ki,nM,3.7
CHEMBL5946543,,CHEMBL5946543,7.5,Ki,nM,32.0,Ki,nM,32.0
CHEMBL5928382,,CHEMBL5928382,8.12,Ki,nM,7.5,Ki,nM,7.5
CHEMBL5975554,,CHEMBL5975554,8.68,Ki,nM,2.1,Ki,nM,2.1
